l_s,l_2,l_1,s_2,s_1,w_s,w_2,w_1,freq,S11_dB,S21_dB
13.0,7.0,7.0,0.35,0.15,1.8,0.5,0.8,3.300 GHz,-21.977,-0.079
13.0,7.0,7.0,0.35,0.15,1.8,0.5,0.8,3.400 GHz,-28.924,-0.059
13.0,7.0,7.0,0.35,0.15,1.8,0.5,0.8,3.500 GHz,-42.008,-0.056
13.0,7.0,7.0,0.35,0.15,1.8,0.5,0.8,3.600 GHz,-25.867,-0.07
13.0,7.0,7.0,0.35,0.15,1.8,0.5,0.8,3.700 GHz,-20.616,-0.098
13.0,7.0,7.0,0.35,0.15,1.8,0.5,0.8,3.800 GHz,-17.432,-0.142
13.0,7.0,7.0,0.35,0.15,1.8,0.5,0.8,3.900 GHz,-15.169,-0.199
13.0,7.0,7.0,0.35,0.15,1.8,1.0,0.8,2.700 GHz,-16.865,-0.124
13.0,7.0,7.0,0.35,0.15,1.8,1.0,0.8,2.800 GHz,-19.079,-0.089
13.0,7.0,7.0,0.35,0.15,1.8,1.0,0.8,2.900 GHz,-20.254,-0.077
13.0,7.0,7.0,0.35,0.15,1.8,1.0,0.8,3.000 GHz,-19.476,-0.087
13.0,7.0,7.0,0.35,0.15,1.8,1.0,0.8,3.100 GHz,-17.63,-0.115
13.0,7.0,7.0,0.35,0.15,1.8,1.0,0.8,3.200 GHz,-15.753,-0.159
13.0,7.0,7.0,0.35,0.15,1.8,1.0,1.4,3.100 GHz,-15.015,-0.187
13.0,7.0,7.0,0.35,0.15,1.8,1.0,1.4,3.200 GHz,-15.625,-0.171
13.0,7.0,7.0,0.35,0.15,1.8,1.0,1.4,3.300 GHz,-16.214,-0.158
13.0,7.0,7.0,0.35,0.15,1.8,1.0,1.4,3.400 GHz,-16.763,-0.148
13.0,7.0,7.0,0.35,0.15,1.8,1.0,1.4,3.500 GHz,-17.242,-0.14
13.0,7.0,7.0,0.35,0.15,1.8,1.0,1.4,3.600 GHz,-17.62,-0.136
13.0,7.0,7.0,0.35,0.15,1.8,1.0,1.4,3.700 GHz,-17.869,-0.134
13.0,7.0,7.0,0.35,0.15,1.8,1.0,1.4,3.800 GHz,-17.968,-0.136
13.0,7.0,7.0,0.35,0.15,1.8,1.0,1.4,3.900 GHz,-17.915,-0.14
13.0,7.0,7.0,0.35,0.15,1.8,1.0,1.4,4.000 GHz,-17.72,-0.147
13.0,7.0,7.0,0.35,0.15,1.8,1.0,2.0,3.700 GHz,-15.869,-0.183
13.0,7.0,7.0,0.35,0.15,1.8,1.0,2.0,3.800 GHz,-18.343,-0.137
13.0,7.0,7.0,0.35,0.15,1.8,1.0,2.0,3.900 GHz,-21.9,-0.104
13.0,7.0,7.0,0.35,0.15,1.8,1.0,2.0,4.000 GHz,-28.087,-0.086
13.0,7.0,7.0,0.35,0.15,1.8,1.5,0.8,2.400 GHz,-17.487,-0.106
13.0,7.0,7.0,0.35,0.15,1.8,1.5,0.8,2.500 GHz,-20.923,-0.064
13.0,7.0,7.0,0.35,0.15,1.8,1.5,0.8,2.600 GHz,-21.798,-0.059
13.0,7.0,7.0,0.35,0.15,1.8,1.5,0.8,2.700 GHz,-18.973,-0.087
13.0,7.0,7.0,0.35,0.15,1.8,1.5,0.8,2.800 GHz,-15.989,-0.144
13.0,7.0,7.0,0.35,0.15,1.8,1.5,2.0,3.400 GHz,-16.587,-0.157
13.0,7.0,7.0,0.35,0.15,1.8,1.5,2.0,3.500 GHz,-19.456,-0.113
13.0,7.0,7.0,0.35,0.15,1.8,1.5,2.0,3.600 GHz,-22.894,-0.09
13.0,7.0,7.0,0.35,0.15,1.8,1.5,2.0,3.700 GHz,-24.223,-0.089
13.0,7.0,7.0,0.35,0.15,1.8,1.5,2.0,3.800 GHz,-21.333,-0.11
13.0,7.0,7.0,0.35,0.15,1.8,1.5,2.0,3.900 GHz,-18.071,-0.153
13.0,7.0,7.0,0.35,0.15,1.8,1.5,2.0,4.000 GHz,-15.541,-0.214
13.0,7.0,7.0,0.35,0.15,1.8,2.0,0.8,2.200 GHz,-17.996,-0.095
13.0,7.0,7.0,0.35,0.15,1.8,2.0,0.8,2.300 GHz,-24.304,-0.042
13.0,7.0,7.0,0.35,0.15,1.8,2.0,0.8,2.400 GHz,-25.254,-0.04
13.0,7.0,7.0,0.35,0.15,1.8,2.0,0.8,2.500 GHz,-18.964,-0.084
13.0,7.0,7.0,0.35,0.15,1.8,2.0,0.8,2.600 GHz,-15.046,-0.168
13.0,7.0,7.0,0.35,0.15,1.8,2.0,2.0,3.400 GHz,-15.805,-0.179
13.0,7.0,7.0,0.35,0.15,1.8,2.0,2.0,3.500 GHz,-15.829,-0.184
13.0,7.0,7.0,0.35,0.35,0.6,0.5,0.8,3.000 GHz,-16.38,-0.139
13.0,7.0,7.0,0.35,0.35,0.6,0.5,0.8,3.100 GHz,-18.282,-0.105
13.0,7.0,7.0,0.35,0.35,0.6,0.5,0.8,3.200 GHz,-20.536,-0.081
13.0,7.0,7.0,0.35,0.35,0.6,0.5,0.8,3.300 GHz,-23.058,-0.066
13.0,7.0,7.0,0.35,0.35,0.6,0.5,0.8,3.400 GHz,-25.077,-0.06
13.0,7.0,7.0,0.35,0.35,0.6,0.5,0.8,3.500 GHz,-24.925,-0.063
13.0,7.0,7.0,0.35,0.35,0.6,0.5,0.8,3.600 GHz,-22.888,-0.073
13.0,7.0,7.0,0.35,0.35,0.6,0.5,0.8,3.700 GHz,-20.593,-0.091
13.0,7.0,7.0,0.35,0.35,0.6,0.5,0.8,3.800 GHz,-18.608,-0.116
13.0,7.0,7.0,0.35,0.35,0.6,0.5,0.8,3.900 GHz,-16.964,-0.146
13.0,7.0,7.0,0.35,0.35,0.6,0.5,0.8,4.000 GHz,-15.6,-0.181
13.0,7.0,7.0,0.35,0.35,0.6,1.0,0.8,2.400 GHz,-16.173,-0.131
13.0,7.0,7.0,0.35,0.35,0.6,1.0,0.8,2.500 GHz,-18.353,-0.09
13.0,7.0,7.0,0.35,0.35,0.6,1.0,0.8,2.600 GHz,-20.333,-0.068
13.0,7.0,7.0,0.35,0.35,0.6,1.0,0.8,2.700 GHz,-20.999,-0.063
13.0,7.0,7.0,0.35,0.35,0.6,1.0,0.8,2.800 GHz,-19.835,-0.075
13.0,7.0,7.0,0.35,0.35,0.6,1.0,0.8,2.900 GHz,-17.909,-0.103
13.0,7.0,7.0,0.35,0.35,0.6,1.0,0.8,3.000 GHz,-16.048,-0.143
13.0,7.0,7.0,0.35,0.35,0.6,1.0,1.4,3.000 GHz,-15.391,-0.168
13.0,7.0,7.0,0.35,0.35,0.6,1.0,1.4,3.100 GHz,-15.844,-0.157
13.0,7.0,7.0,0.35,0.35,0.6,1.0,1.4,3.200 GHz,-16.238,-0.149
13.0,7.0,7.0,0.35,0.35,0.6,1.0,1.4,3.300 GHz,-16.556,-0.144
13.0,7.0,7.0,0.35,0.35,0.6,1.0,1.4,3.400 GHz,-16.788,-0.141
13.0,7.0,7.0,0.35,0.35,0.6,1.0,1.4,3.500 GHz,-16.931,-0.141
13.0,7.0,7.0,0.35,0.35,0.6,1.0,1.4,3.600 GHz,-16.994,-0.142
13.0,7.0,7.0,0.35,0.35,0.6,1.0,1.4,3.700 GHz,-16.992,-0.145
13.0,7.0,7.0,0.35,0.35,0.6,1.0,1.4,3.800 GHz,-16.946,-0.149
13.0,7.0,7.0,0.35,0.35,0.6,1.0,1.4,3.900 GHz,-16.878,-0.153
13.0,7.0,7.0,0.35,0.35,0.6,1.0,1.4,4.000 GHz,-16.807,-0.158
13.0,7.0,7.0,0.35,0.35,0.6,1.0,2.0,3.700 GHz,-16.342,-0.166
13.0,7.0,7.0,0.35,0.35,0.6,1.0,2.0,3.800 GHz,-18.359,-0.13
13.0,7.0,7.0,0.35,0.35,0.6,1.0,2.0,3.900 GHz,-20.961,-0.104
13.0,7.0,7.0,0.35,0.35,0.6,1.0,2.0,4.000 GHz,-24.581,-0.088
13.0,7.0,7.0,0.35,0.35,0.6,1.5,0.8,2.100 GHz,-16.623,-0.116
13.0,7.0,7.0,0.35,0.35,0.6,1.5,0.8,2.200 GHz,-20.44,-0.061
13.0,7.0,7.0,0.35,0.35,0.6,1.5,0.8,2.300 GHz,-25.783,-0.034
13.0,7.0,7.0,0.35,0.35,0.6,1.5,0.8,2.400 GHz,-25.974,-0.035
13.0,7.0,7.0,0.35,0.35,0.6,1.5,0.8,2.500 GHz,-20.766,-0.062
13.0,7.0,7.0,0.35,0.35,0.6,1.5,0.8,2.600 GHz,-17.068,-0.113
13.0,7.0,7.0,0.35,0.35,0.6,1.5,2.0,3.400 GHz,-15.343,-0.184
13.0,7.0,7.0,0.35,0.35,0.6,1.5,2.0,3.500 GHz,-16.892,-0.148
13.0,7.0,7.0,0.35,0.35,0.6,1.5,2.0,3.600 GHz,-18.283,-0.127
13.0,7.0,7.0,0.35,0.35,0.6,1.5,2.0,3.700 GHz,-19.009,-0.121
13.0,7.0,7.0,0.35,0.35,0.6,1.5,2.0,3.800 GHz,-18.68,-0.131
13.0,7.0,7.0,0.35,0.35,0.6,1.5,2.0,3.900 GHz,-17.55,-0.154
13.0,7.0,7.0,0.35,0.35,0.6,1.5,2.0,4.000 GHz,-16.152,-0.19
13.0,7.0,7.0,0.35,0.35,0.6,2.0,0.8,1.900 GHz,-16.087,-0.128
13.0,7.0,7.0,0.35,0.35,0.6,2.0,0.8,2.000 GHz,-20.707,-0.057
13.0,7.0,7.0,0.35,0.35,0.6,2.0,0.8,2.100 GHz,-31.261,-0.024
13.0,7.0,7.0,0.35,0.35,0.6,2.0,0.8,2.200 GHz,-28.493,-0.028
13.0,7.0,7.0,0.35,0.35,0.6,2.0,0.8,2.300 GHz,-19.943,-0.067
13.0,7.0,7.0,0.35,0.35,0.6,2.0,0.8,2.400 GHz,-15.827,-0.139
13.0,7.0,7.0,0.35,0.35,1.2,0.5,0.8,3.000 GHz,-15.061,-0.179
13.0,7.0,7.0,0.35,0.35,1.2,0.5,0.8,3.100 GHz,-17.176,-0.128
13.0,7.0,7.0,0.35,0.35,1.2,0.5,0.8,3.200 GHz,-19.783,-0.092
13.0,7.0,7.0,0.35,0.35,1.2,0.5,0.8,3.300 GHz,-22.8,-0.071
13.0,7.0,7.0,0.35,0.35,1.2,0.5,0.8,3.400 GHz,-24.812,-0.064
13.0,7.0,7.0,0.35,0.35,1.2,0.5,0.8,3.500 GHz,-23.445,-0.072
13.0,7.0,7.0,0.35,0.35,1.2,0.5,0.8,3.600 GHz,-20.606,-0.092
13.0,7.0,7.0,0.35,0.35,1.2,0.5,0.8,3.700 GHz,-18.083,-0.124
13.0,7.0,7.0,0.35,0.35,1.2,0.5,0.8,3.800 GHz,-16.062,-0.167
13.0,7.0,7.0,0.35,0.35,1.2,1.0,0.8,2.600 GHz,-16.312,-0.133
13.0,7.0,7.0,0.35,0.35,1.2,1.0,0.8,2.700 GHz,-17.679,-0.106
13.0,7.0,7.0,0.35,0.35,1.2,1.0,0.8,2.800 GHz,-17.946,-0.103
13.0,7.0,7.0,0.35,0.35,1.2,1.0,0.8,2.900 GHz,-17.032,-0.121
13.0,7.0,7.0,0.35,0.35,1.2,1.0,0.8,3.000 GHz,-15.583,-0.158
13.0,7.0,7.0,0.35,0.35,1.2,1.0,1.4,2.800 GHz,-15.181,-0.173
13.0,7.0,7.0,0.35,0.35,1.2,1.0,1.4,2.900 GHz,-15.888,-0.154
13.0,7.0,7.0,0.35,0.35,1.2,1.0,1.4,3.000 GHz,-16.509,-0.141
13.0,7.0,7.0,0.35,0.35,1.2,1.0,1.4,3.100 GHz,-16.999,-0.133
13.0,7.0,7.0,0.35,0.35,1.2,1.0,1.4,3.200 GHz,-17.318,-0.128
13.0,7.0,7.0,0.35,0.35,1.2,1.0,1.4,3.300 GHz,-17.447,-0.128
13.0,7.0,7.0,0.35,0.35,1.2,1.0,1.4,3.400 GHz,-17.393,-0.132
13.0,7.0,7.0,0.35,0.35,1.2,1.0,1.4,3.500 GHz,-17.189,-0.138
13.0,7.0,7.0,0.35,0.35,1.2,1.0,1.4,3.600 GHz,-16.885,-0.147
13.0,7.0,7.0,0.35,0.35,1.2,1.0,1.4,3.700 GHz,-16.527,-0.158
13.0,7.0,7.0,0.35,0.35,1.2,1.0,1.4,3.800 GHz,-16.153,-0.17
13.0,7.0,7.0,0.35,0.35,1.2,1.0,1.4,3.900 GHz,-15.791,-0.182
13.0,7.0,7.0,0.35,0.35,1.2,1.0,1.4,4.000 GHz,-15.459,-0.195
13.0,7.0,7.0,0.35,0.35,1.2,1.0,2.0,3.600 GHz,-16.105,-0.171
13.0,7.0,7.0,0.35,0.35,1.2,1.0,2.0,3.700 GHz,-18.163,-0.133
13.0,7.0,7.0,0.35,0.35,1.2,1.0,2.0,3.800 GHz,-20.769,-0.105
13.0,7.0,7.0,0.35,0.35,1.2,1.0,2.0,3.900 GHz,-24.073,-0.089
13.0,7.0,7.0,0.35,0.35,1.2,1.0,2.0,4.000 GHz,-27.412,-0.083
13.0,7.0,7.0,0.35,0.35,1.2,1.5,0.8,2.300 GHz,-17.434,-0.104
13.0,7.0,7.0,0.35,0.35,1.2,1.5,0.8,2.400 GHz,-20.036,-0.069
13.0,7.0,7.0,0.35,0.35,1.2,1.5,0.8,2.500 GHz,-19.939,-0.071
13.0,7.0,7.0,0.35,0.35,1.2,1.5,0.8,2.600 GHz,-17.434,-0.108
13.0,7.0,7.0,0.35,0.35,1.2,1.5,1.4,2.600 GHz,-15.003,-0.174
13.0,7.0,7.0,0.35,0.35,1.2,1.5,1.4,2.700 GHz,-15.055,-0.174
13.0,7.0,7.0,0.35,0.35,1.2,1.5,2.0,3.300 GHz,-15.181,-0.188
13.0,7.0,7.0,0.35,0.35,1.2,1.5,2.0,3.400 GHz,-16.716,-0.151
13.0,7.0,7.0,0.35,0.35,1.2,1.5,2.0,3.500 GHz,-18.051,-0.13
13.0,7.0,7.0,0.35,0.35,1.2,1.5,2.0,3.600 GHz,-18.645,-0.125
13.0,7.0,7.0,0.35,0.35,1.2,1.5,2.0,3.700 GHz,-18.153,-0.137
13.0,7.0,7.0,0.35,0.35,1.2,1.5,2.0,3.800 GHz,-16.916,-0.165
13.0,7.0,7.0,0.35,0.35,1.2,1.5,2.0,3.900 GHz,-15.472,-0.206
13.0,7.0,7.0,0.35,0.35,1.2,2.0,0.8,2.100 GHz,-18.122,-0.091
13.0,7.0,7.0,0.35,0.35,1.2,2.0,0.8,2.200 GHz,-23.506,-0.043
13.0,7.0,7.0,0.35,0.35,1.2,2.0,0.8,2.300 GHz,-23.051,-0.046
13.0,7.0,7.0,0.35,0.35,1.2,2.0,0.8,2.400 GHz,-17.934,-0.097
13.0,7.0,7.0,0.35,0.35,1.8,0.5,0.8,3.100 GHz,-16.958,-0.136
13.0,7.0,7.0,0.35,0.35,1.8,0.5,0.8,3.200 GHz,-20.11,-0.092
13.0,7.0,7.0,0.35,0.35,1.8,0.5,0.8,3.300 GHz,-23.608,-0.07
13.0,7.0,7.0,0.35,0.35,1.8,0.5,0.8,3.400 GHz,-24.131,-0.07
13.0,7.0,7.0,0.35,0.35,1.8,0.5,0.8,3.500 GHz,-20.969,-0.09
13.0,7.0,7.0,0.35,0.35,1.8,0.5,0.8,3.600 GHz,-17.858,-0.129
13.0,7.0,7.0,0.35,0.35,1.8,0.5,0.8,3.700 GHz,-15.455,-0.185
13.0,7.0,7.0,0.35,0.35,1.8,1.0,0.8,2.700 GHz,-15.51,-0.158
13.0,7.0,7.0,0.35,0.35,1.8,1.0,0.8,2.800 GHz,-16.343,-0.137
13.0,7.0,7.0,0.35,0.35,1.8,1.0,0.8,2.900 GHz,-16.079,-0.146
13.0,7.0,7.0,0.35,0.35,1.8,1.0,0.8,3.000 GHz,-15.002,-0.178
13.0,7.0,7.0,0.35,0.35,1.8,1.0,1.4,2.800 GHz,-15.764,-0.159
13.0,7.0,7.0,0.35,0.35,1.8,1.0,1.4,2.900 GHz,-16.714,-0.137
13.0,7.0,7.0,0.35,0.35,1.8,1.0,1.4,3.000 GHz,-17.489,-0.124
13.0,7.0,7.0,0.35,0.35,1.8,1.0,1.4,3.100 GHz,-17.982,-0.117
13.0,7.0,7.0,0.35,0.35,1.8,1.0,1.4,3.200 GHz,-18.122,-0.117
13.0,7.0,7.0,0.35,0.35,1.8,1.0,1.4,3.300 GHz,-17.922,-0.122
13.0,7.0,7.0,0.35,0.35,1.8,1.0,1.4,3.400 GHz,-17.47,-0.133
13.0,7.0,7.0,0.35,0.35,1.8,1.0,1.4,3.500 GHz,-16.878,-0.147
13.0,7.0,7.0,0.35,0.35,1.8,1.0,1.4,3.600 GHz,-16.235,-0.164
13.0,7.0,7.0,0.35,0.35,1.8,1.0,1.4,3.700 GHz,-15.602,-0.184
13.0,7.0,7.0,0.35,0.35,1.8,1.0,1.4,3.800 GHz,-15.011,-0.205
13.0,7.0,7.0,0.35,0.35,1.8,1.0,2.0,3.500 GHz,-15.634,-0.183
13.0,7.0,7.0,0.35,0.35,1.8,1.0,2.0,3.600 GHz,-17.61,-0.141
13.0,7.0,7.0,0.35,0.35,1.8,1.0,2.0,3.700 GHz,-19.967,-0.112
13.0,7.0,7.0,0.35,0.35,1.8,1.0,2.0,3.800 GHz,-22.45,-0.096
13.0,7.0,7.0,0.35,0.35,1.8,1.0,2.0,3.900 GHz,-23.79,-0.093
13.0,7.0,7.0,0.35,0.35,1.8,1.0,2.0,4.000 GHz,-22.665,-0.103
13.0,7.0,7.0,0.35,0.35,1.8,1.5,0.8,2.400 GHz,-15.957,-0.14
13.0,7.0,7.0,0.35,0.35,1.8,1.5,0.8,2.500 GHz,-17.233,-0.112
13.0,7.0,7.0,0.35,0.35,1.8,1.5,0.8,2.600 GHz,-16.472,-0.13
13.0,7.0,7.0,0.35,0.35,1.8,1.5,1.4,2.500 GHz,-15.898,-0.147
13.0,7.0,7.0,0.35,0.35,1.8,1.5,1.4,2.600 GHz,-16.514,-0.134
13.0,7.0,7.0,0.35,0.35,1.8,1.5,1.4,2.700 GHz,-16.653,-0.132
13.0,7.0,7.0,0.35,0.35,1.8,1.5,1.4,2.800 GHz,-16.334,-0.141
13.0,7.0,7.0,0.35,0.35,1.8,1.5,1.4,2.900 GHz,-15.695,-0.16
13.0,7.0,7.0,0.35,0.35,1.8,1.5,2.0,3.300 GHz,-16.466,-0.156
13.0,7.0,7.0,0.35,0.35,1.8,1.5,2.0,3.400 GHz,-17.816,-0.133
13.0,7.0,7.0,0.35,0.35,1.8,1.5,2.0,3.500 GHz,-18.415,-0.128
13.0,7.0,7.0,0.35,0.35,1.8,1.5,2.0,3.600 GHz,-17.892,-0.14
13.0,7.0,7.0,0.35,0.35,1.8,1.5,2.0,3.700 GHz,-16.602,-0.17
13.0,7.0,7.0,0.35,0.35,1.8,1.5,2.0,3.800 GHz,-15.113,-0.216
13.0,7.0,7.0,0.35,0.35,1.8,2.0,0.8,2.200 GHz,-16.818,-0.118
13.0,7.0,7.0,0.35,0.35,1.8,2.0,0.8,2.300 GHz,-19.521,-0.076
13.0,7.0,7.0,0.35,0.35,1.8,2.0,0.8,2.400 GHz,-18.075,-0.096
13.0,7.0,7.0,0.35,0.35,1.8,2.0,1.4,2.300 GHz,-15.078,-0.169
13.0,7.0,7.0,0.35,0.35,1.8,2.0,1.4,2.400 GHz,-15.17,-0.167
13.0,7.0,7.0,0.35,0.55,0.6,0.5,0.8,2.900 GHz,-15.324,-0.166
13.0,7.0,7.0,0.35,0.55,0.6,0.5,0.8,3.000 GHz,-17.015,-0.126
13.0,7.0,7.0,0.35,0.55,0.6,0.5,0.8,3.100 GHz,-18.888,-0.097
13.0,7.0,7.0,0.35,0.55,0.6,0.5,0.8,3.200 GHz,-20.758,-0.079
13.0,7.0,7.0,0.35,0.55,0.6,0.5,0.8,3.300 GHz,-22.054,-0.072
13.0,7.0,7.0,0.35,0.55,0.6,0.5,0.8,3.400 GHz,-22.025,-0.074
13.0,7.0,7.0,0.35,0.55,0.6,0.5,0.8,3.500 GHz,-20.789,-0.085
13.0,7.0,7.0,0.35,0.55,0.6,0.5,0.8,3.600 GHz,-19.131,-0.104
13.0,7.0,7.0,0.35,0.55,0.6,0.5,0.8,3.700 GHz,-17.529,-0.13
13.0,7.0,7.0,0.35,0.55,0.6,0.5,0.8,3.800 GHz,-16.118,-0.163
13.0,7.0,7.0,0.35,0.55,0.6,1.0,0.8,2.400 GHz,-16.082,-0.134
13.0,7.0,7.0,0.35,0.55,0.6,1.0,0.8,2.500 GHz,-17.832,-0.099
13.0,7.0,7.0,0.35,0.55,0.6,1.0,0.8,2.600 GHz,-18.848,-0.085
13.0,7.0,7.0,0.35,0.55,0.6,1.0,0.8,2.700 GHz,-18.518,-0.091
13.0,7.0,7.0,0.35,0.55,0.6,1.0,0.8,2.800 GHz,-17.183,-0.114
13.0,7.0,7.0,0.35,0.55,0.6,1.0,0.8,2.900 GHz,-15.584,-0.154
13.0,7.0,7.0,0.35,0.55,0.6,1.0,1.4,2.700 GHz,-15.121,-0.171
13.0,7.0,7.0,0.35,0.55,0.6,1.0,1.4,2.800 GHz,-15.707,-0.155
13.0,7.0,7.0,0.35,0.55,0.6,1.0,1.4,2.900 GHz,-16.206,-0.144
13.0,7.0,7.0,0.35,0.55,0.6,1.0,1.4,3.000 GHz,-16.587,-0.137
13.0,7.0,7.0,0.35,0.55,0.6,1.0,1.4,3.100 GHz,-16.824,-0.134
13.0,7.0,7.0,0.35,0.55,0.6,1.0,1.4,3.200 GHz,-16.912,-0.134
13.0,7.0,7.0,0.35,0.55,0.6,1.0,1.4,3.300 GHz,-16.862,-0.137
13.0,7.0,7.0,0.35,0.55,0.6,1.0,1.4,3.400 GHz,-16.704,-0.143
13.0,7.0,7.0,0.35,0.55,0.6,1.0,1.4,3.500 GHz,-16.475,-0.151
13.0,7.0,7.0,0.35,0.55,0.6,1.0,1.4,3.600 GHz,-16.211,-0.159
13.0,7.0,7.0,0.35,0.55,0.6,1.0,1.4,3.700 GHz,-15.943,-0.169
13.0,7.0,7.0,0.35,0.55,0.6,1.0,1.4,3.800 GHz,-15.695,-0.179
13.0,7.0,7.0,0.35,0.55,0.6,1.0,1.4,3.900 GHz,-15.484,-0.188
13.0,7.0,7.0,0.35,0.55,0.6,1.0,1.4,4.000 GHz,-15.319,-0.197
13.0,7.0,7.0,0.35,0.55,0.6,1.0,2.0,3.500 GHz,-15.13,-0.193
13.0,7.0,7.0,0.35,0.55,0.6,1.0,2.0,3.600 GHz,-16.736,-0.153
13.0,7.0,7.0,0.35,0.55,0.6,1.0,2.0,3.700 GHz,-18.651,-0.122
13.0,7.0,7.0,0.35,0.55,0.6,1.0,2.0,3.800 GHz,-20.939,-0.101
13.0,7.0,7.0,0.35,0.55,0.6,1.0,2.0,3.900 GHz,-23.577,-0.088
13.0,7.0,7.0,0.35,0.55,0.6,1.0,2.0,4.000 GHz,-26.024,-0.083
13.0,7.0,7.0,0.35,0.55,0.6,1.5,0.8,2.100 GHz,-16.76,-0.114
13.0,7.0,7.0,0.35,0.55,0.6,1.5,0.8,2.200 GHz,-20.26,-0.063
13.0,7.0,7.0,0.35,0.55,0.6,1.5,0.8,2.300 GHz,-22.974,-0.045
13.0,7.0,7.0,0.35,0.55,0.6,1.5,0.8,2.400 GHz,-21.095,-0.058
13.0,7.0,7.0,0.35,0.55,0.6,1.5,0.8,2.500 GHz,-17.678,-0.1
13.0,7.0,7.0,0.35,0.55,0.6,1.5,2.0,3.400 GHz,-15.898,-0.169
13.0,7.0,7.0,0.35,0.55,0.6,1.5,2.0,3.500 GHz,-16.649,-0.154
13.0,7.0,7.0,0.35,0.55,0.6,1.5,2.0,3.600 GHz,-16.871,-0.153
13.0,7.0,7.0,0.35,0.55,0.6,1.5,2.0,3.700 GHz,-16.504,-0.166
13.0,7.0,7.0,0.35,0.55,0.6,1.5,2.0,3.800 GHz,-15.722,-0.191
13.0,7.0,7.0,0.35,0.55,0.6,2.0,0.8,1.900 GHz,-16.448,-0.119
13.0,7.0,7.0,0.35,0.55,0.6,2.0,0.8,2.000 GHz,-21.624,-0.051
13.0,7.0,7.0,0.35,0.55,0.6,2.0,0.8,2.100 GHz,-31.179,-0.025
13.0,7.0,7.0,0.35,0.55,0.6,2.0,0.8,2.200 GHz,-23.707,-0.041
13.0,7.0,7.0,0.35,0.55,0.6,2.0,0.8,2.300 GHz,-17.758,-0.097
13.0,7.0,7.0,0.35,0.55,1.2,0.5,0.8,3.000 GHz,-15.642,-0.162
13.0,7.0,7.0,0.35,0.55,1.2,0.5,0.8,3.100 GHz,-17.798,-0.117
13.0,7.0,7.0,0.35,0.55,1.2,0.5,0.8,3.200 GHz,-20.093,-0.089
13.0,7.0,7.0,0.35,0.55,1.2,0.5,0.8,3.300 GHz,-21.709,-0.077
13.0,7.0,7.0,0.35,0.55,1.2,0.5,0.8,3.400 GHz,-21.375,-0.082
13.0,7.0,7.0,0.35,0.55,1.2,0.5,0.8,3.500 GHz,-19.536,-0.101
13.0,7.0,7.0,0.35,0.55,1.2,0.5,0.8,3.600 GHz,-17.467,-0.133
13.0,7.0,7.0,0.35,0.55,1.2,0.5,0.8,3.700 GHz,-15.645,-0.176
13.0,7.0,7.0,0.35,0.55,1.2,1.0,0.8,2.600 GHz,-15.686,-0.149
13.0,7.0,7.0,0.35,0.55,1.2,1.0,0.8,2.700 GHz,-16.429,-0.132
13.0,7.0,7.0,0.35,0.55,1.2,1.0,0.8,2.800 GHz,-16.152,-0.14
13.0,7.0,7.0,0.35,0.55,1.2,1.0,0.8,2.900 GHz,-15.12,-0.171
13.0,7.0,7.0,0.35,0.55,1.2,1.0,1.4,2.700 GHz,-15.788,-0.154
13.0,7.0,7.0,0.35,0.55,1.2,1.0,1.4,2.800 GHz,-16.676,-0.134
13.0,7.0,7.0,0.35,0.55,1.2,1.0,1.4,2.900 GHz,-17.391,-0.121
13.0,7.0,7.0,0.35,0.55,1.2,1.0,1.4,3.000 GHz,-17.841,-0.115
13.0,7.0,7.0,0.35,0.55,1.2,1.0,1.4,3.100 GHz,-17.969,-0.115
13.0,7.0,7.0,0.35,0.55,1.2,1.0,1.4,3.200 GHz,-17.791,-0.12
13.0,7.0,7.0,0.35,0.55,1.2,1.0,1.4,3.300 GHz,-17.387,-0.129
13.0,7.0,7.0,0.35,0.55,1.2,1.0,1.4,3.400 GHz,-16.855,-0.142
13.0,7.0,7.0,0.35,0.55,1.2,1.0,1.4,3.500 GHz,-16.278,-0.158
13.0,7.0,7.0,0.35,0.55,1.2,1.0,1.4,3.600 GHz,-15.713,-0.175
13.0,7.0,7.0,0.35,0.55,1.2,1.0,1.4,3.700 GHz,-15.191,-0.194
13.0,7.0,7.0,0.35,0.55,1.2,1.0,2.0,3.500 GHz,-16.268,-0.164
13.0,7.0,7.0,0.35,0.55,1.2,1.0,2.0,3.600 GHz,-18.066,-0.131
13.0,7.0,7.0,0.35,0.55,1.2,1.0,2.0,3.700 GHz,-20.036,-0.109
13.0,7.0,7.0,0.35,0.55,1.2,1.0,2.0,3.800 GHz,-21.848,-0.097
13.0,7.0,7.0,0.35,0.55,1.2,1.0,2.0,3.900 GHz,-22.719,-0.095
13.0,7.0,7.0,0.35,0.55,1.2,1.0,2.0,4.000 GHz,-22.117,-0.102
13.0,7.0,7.0,0.35,0.55,1.2,1.5,0.8,2.300 GHz,-16.687,-0.12
13.0,7.0,7.0,0.35,0.55,1.2,1.5,0.8,2.400 GHz,-18.082,-0.095
13.0,7.0,7.0,0.35,0.55,1.2,1.5,0.8,2.500 GHz,-17.238,-0.111
13.0,7.0,7.0,0.35,0.55,1.2,1.5,0.8,2.600 GHz,-15.164,-0.164
13.0,7.0,7.0,0.35,0.55,1.2,1.5,1.4,2.400 GHz,-15.466,-0.157
