l_s,l_2,l_1,s_2,s_1,w_s,w_2,w_1,freq,S11_dB,S21_dB
6.0,7.0,7.0,0.15,0.35,1.8,2.0,0.8,2.400 GHz,-3.409,-2.689
6.0,7.0,7.0,0.15,0.35,1.8,2.0,0.8,2.500 GHz,-4.006,-2.244
6.0,7.0,7.0,0.15,0.35,1.8,2.0,0.8,2.600 GHz,-4.685,-1.847
6.0,7.0,7.0,0.15,0.35,1.8,2.0,0.8,2.700 GHz,-5.431,-1.507
6.0,7.0,7.0,0.15,0.35,1.8,2.0,0.8,2.800 GHz,-6.207,-1.231
6.0,7.0,7.0,0.15,0.35,1.8,2.0,0.8,2.900 GHz,-6.945,-1.023
6.0,7.0,7.0,0.15,0.35,1.8,2.0,0.8,3.000 GHz,-7.551,-0.883
6.0,7.0,7.0,0.15,0.35,1.8,2.0,0.8,3.100 GHz,-7.93,-0.808
6.0,7.0,7.0,0.15,0.35,1.8,2.0,0.8,3.200 GHz,-8.034,-0.791
6.0,7.0,7.0,0.15,0.35,1.8,2.0,0.8,3.300 GHz,-7.889,-0.822
6.0,7.0,7.0,0.15,0.35,1.8,2.0,0.8,3.400 GHz,-7.575,-0.89
6.0,7.0,7.0,0.15,0.35,1.8,2.0,0.8,3.500 GHz,-7.18,-0.983
6.0,7.0,7.0,0.15,0.35,1.8,2.0,0.8,3.600 GHz,-6.772,-1.091
6.0,7.0,7.0,0.15,0.35,1.8,2.0,0.8,3.700 GHz,-6.392,-1.204
6.0,7.0,7.0,0.15,0.35,1.8,2.0,0.8,3.800 GHz,-6.061,-1.315
6.0,7.0,7.0,0.15,0.35,1.8,2.0,0.8,3.900 GHz,-5.787,-1.417
6.0,7.0,7.0,0.15,0.35,1.8,2.0,0.8,4.000 GHz,-5.571,-1.506
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,800.0 MHz,-0.272,-12.247
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,900.0 MHz,-0.357,-11.109
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,1.000 GHz,-0.459,-10.073
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,1.100 GHz,-0.579,-9.118
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,1.200 GHz,-0.721,-8.231
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,1.300 GHz,-0.888,-7.405
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,1.400 GHz,-1.083,-6.63
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,1.500 GHz,-1.312,-5.904
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,1.600 GHz,-1.579,-5.224
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,1.700 GHz,-1.889,-4.587
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,1.800 GHz,-2.249,-3.992
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,1.900 GHz,-2.665,-3.44
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,2.000 GHz,-3.146,-2.932
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,2.100 GHz,-3.699,-2.466
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,2.200 GHz,-4.336,-2.045
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,2.300 GHz,-5.067,-1.668
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,2.400 GHz,-5.904,-1.335
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,2.500 GHz,-6.864,-1.047
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,2.600 GHz,-7.964,-0.802
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,2.700 GHz,-9.225,-0.599
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,2.800 GHz,-10.672,-0.435
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,2.900 GHz,-12.329,-0.309
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,3.000 GHz,-14.196,-0.217
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,3.100 GHz,-16.19,-0.156
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,3.200 GHz,-17.967,-0.123
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,3.300 GHz,-18.804,-0.113
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,3.400 GHz,-18.265,-0.125
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,3.500 GHz,-16.899,-0.153
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,3.600 GHz,-15.378,-0.197
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,3.700 GHz,-13.985,-0.252
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,3.800 GHz,-12.777,-0.317
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,3.900 GHz,-11.74,-0.391
6.0,7.0,7.0,0.15,0.35,1.8,2.0,1.4,4.000 GHz,-10.846,-0.471
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,800.0 MHz,-0.346,-11.236
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,900.0 MHz,-0.47,-9.966
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,1.000 GHz,-0.626,-8.799
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,1.100 GHz,-0.819,-7.724
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,1.200 GHz,-1.055,-6.737
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,1.300 GHz,-1.339,-5.836
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,1.400 GHz,-1.671,-5.026
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,1.500 GHz,-2.053,-4.307
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,1.600 GHz,-2.478,-3.681
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,1.700 GHz,-2.936,-3.147
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,1.800 GHz,-3.414,-2.699
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,1.900 GHz,-3.9,-2.328
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,2.000 GHz,-4.381,-2.024
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,2.100 GHz,-4.852,-1.774
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,2.200 GHz,-5.311,-1.566
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,2.300 GHz,-5.765,-1.389
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,2.400 GHz,-6.226,-1.234
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,2.500 GHz,-6.71,-1.093
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,2.600 GHz,-7.236,-0.961
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,2.700 GHz,-7.825,-0.835
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,2.800 GHz,-8.501,-0.714
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,2.900 GHz,-9.29,-0.598
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,3.000 GHz,-10.223,-0.489
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,3.100 GHz,-11.328,-0.389
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,3.200 GHz,-12.632,-0.302
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,3.300 GHz,-14.124,-0.233
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,3.400 GHz,-15.678,-0.184
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,3.500 GHz,-16.888,-0.159
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,3.600 GHz,-17.091,-0.16
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,3.700 GHz,-16.114,-0.188
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,3.800 GHz,-14.549,-0.242
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,3.900 GHz,-12.94,-0.322
6.0,7.0,7.0,0.15,0.35,1.8,2.0,2.0,4.000 GHz,-11.497,-0.424
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,800.0 MHz,-0.397,-10.63
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,900.0 MHz,-0.458,-10.04
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,1.000 GHz,-0.516,-9.546
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,1.100 GHz,-0.573,-9.122
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,1.200 GHz,-0.628,-8.751
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,1.300 GHz,-0.682,-8.419
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,1.400 GHz,-0.735,-8.116
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,1.500 GHz,-0.789,-7.836
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,1.600 GHz,-0.844,-7.573
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,1.700 GHz,-0.899,-7.323
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,1.800 GHz,-0.956,-7.083
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,1.900 GHz,-1.016,-6.85
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,2.000 GHz,-1.077,-6.624
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,2.100 GHz,-1.142,-6.403
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,2.200 GHz,-1.209,-6.186
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,2.300 GHz,-1.28,-5.973
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,2.400 GHz,-1.354,-5.764
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,2.500 GHz,-1.433,-5.558
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,2.600 GHz,-1.515,-5.355
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,2.700 GHz,-1.601,-5.156
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,2.800 GHz,-1.692,-4.961
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,2.900 GHz,-1.787,-4.769
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,3.000 GHz,-1.887,-4.581
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,3.100 GHz,-1.991,-4.397
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,3.200 GHz,-2.101,-4.217
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,3.300 GHz,-2.216,-4.041
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,3.400 GHz,-2.336,-3.868
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,3.500 GHz,-2.464,-3.699
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,3.600 GHz,-2.598,-3.531
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,3.700 GHz,-2.741,-3.366
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,3.800 GHz,-2.893,-3.203
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,3.900 GHz,-3.056,-3.04
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.2,4.000 GHz,-3.234,-2.877
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,800.0 MHz,-0.595,-8.963
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,900.0 MHz,-0.72,-8.197
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,1.000 GHz,-0.849,-7.543
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,1.100 GHz,-0.982,-6.975
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,1.200 GHz,-1.118,-6.475
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,1.300 GHz,-1.259,-6.029
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,1.400 GHz,-1.403,-5.625
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,1.500 GHz,-1.553,-5.256
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,1.600 GHz,-1.709,-4.914
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,1.700 GHz,-1.872,-4.595
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,1.800 GHz,-2.043,-4.294
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,1.900 GHz,-2.223,-4.009
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,2.000 GHz,-2.415,-3.737
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,2.100 GHz,-2.62,-3.477
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,2.200 GHz,-2.839,-3.227
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,2.300 GHz,-3.073,-2.987
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,2.400 GHz,-3.326,-2.756
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,2.500 GHz,-3.598,-2.534
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,2.600 GHz,-3.892,-2.321
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,2.700 GHz,-4.209,-2.116
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,2.800 GHz,-4.552,-1.921
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,2.900 GHz,-4.924,-1.735
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,3.000 GHz,-5.326,-1.558
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,3.100 GHz,-5.761,-1.392
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,3.200 GHz,-6.232,-1.236
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,3.300 GHz,-6.743,-1.091
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,3.400 GHz,-7.296,-0.956
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,3.500 GHz,-7.895,-0.832
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,3.600 GHz,-8.545,-0.72
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,3.700 GHz,-9.25,-0.619
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,3.800 GHz,-10.012,-0.528
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,3.900 GHz,-10.835,-0.449
6.0,7.0,7.0,0.15,0.55,0.6,0.5,0.8,4.000 GHz,-11.717,-0.381
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,800.0 MHz,-0.772,-7.917
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,900.0 MHz,-0.966,-7.037
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,1.000 GHz,-1.178,-6.28
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,1.100 GHz,-1.404,-5.623
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,1.200 GHz,-1.644,-5.052
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,1.300 GHz,-1.896,-4.551
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,1.400 GHz,-2.157,-4.111
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,1.500 GHz,-2.427,-3.723
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,1.600 GHz,-2.703,-3.379
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,1.700 GHz,-2.985,-3.074
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,1.800 GHz,-3.271,-2.803
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,1.900 GHz,-3.561,-2.562
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,2.000 GHz,-3.853,-2.345
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,2.100 GHz,-4.147,-2.152
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,2.200 GHz,-4.443,-1.978
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,2.300 GHz,-4.739,-1.821
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,2.400 GHz,-5.036,-1.68
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,2.500 GHz,-5.332,-1.553
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,2.600 GHz,-5.628,-1.438
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,2.700 GHz,-5.921,-1.335
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,2.800 GHz,-6.212,-1.242
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,2.900 GHz,-6.498,-1.158
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,3.000 GHz,-6.778,-1.084
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,3.100 GHz,-7.049,-1.017
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,3.200 GHz,-7.311,-0.958
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,3.300 GHz,-7.559,-0.906
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,3.400 GHz,-7.791,-0.861
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,3.500 GHz,-8.004,-0.823
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,3.600 GHz,-8.195,-0.791
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,3.700 GHz,-8.361,-0.765
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,3.800 GHz,-8.498,-0.745
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,3.900 GHz,-8.606,-0.73
6.0,7.0,7.0,0.15,0.55,0.6,0.5,1.4,4.000 GHz,-8.682,-0.721
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,800.0 MHz,-0.986,-6.961
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,900.0 MHz,-1.276,-5.979
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,1.000 GHz,-1.604,-5.143
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,1.100 GHz,-1.962,-4.434
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,1.200 GHz,-2.34,-3.842
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,1.300 GHz,-2.725,-3.355
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,1.400 GHz,-3.101,-2.961
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,1.500 GHz,-3.453,-2.649
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,1.600 GHz,-3.767,-2.407
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,1.700 GHz,-4.035,-2.224
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,1.800 GHz,-4.252,-2.089
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,1.900 GHz,-4.422,-1.991
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,2.000 GHz,-4.548,-1.923
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,2.100 GHz,-4.64,-1.876
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,2.200 GHz,-4.706,-1.844
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,2.300 GHz,-4.753,-1.822
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,2.400 GHz,-4.791,-1.806
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,2.500 GHz,-4.824,-1.792
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,2.600 GHz,-4.857,-1.778
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,2.700 GHz,-4.895,-1.763
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,2.800 GHz,-4.94,-1.745
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,2.900 GHz,-4.993,-1.723
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,3.000 GHz,-5.058,-1.696
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,3.100 GHz,-5.133,-1.666
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,3.200 GHz,-5.221,-1.63
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,3.300 GHz,-5.32,-1.591
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,3.400 GHz,-5.432,-1.548
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,3.500 GHz,-5.555,-1.502
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,3.600 GHz,-5.69,-1.454
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,3.700 GHz,-5.834,-1.404
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,3.800 GHz,-5.987,-1.353
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,3.900 GHz,-6.148,-1.302
6.0,7.0,7.0,0.15,0.55,0.6,0.5,2.0,4.000 GHz,-6.316,-1.251
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,800.0 MHz,-0.408,-10.509
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,900.0 MHz,-0.477,-9.867
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,1.000 GHz,-0.546,-9.316
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,1.100 GHz,-0.615,-8.83
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,1.200 GHz,-0.686,-8.391
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,1.300 GHz,-0.76,-7.986
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,1.400 GHz,-0.836,-7.606
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,1.500 GHz,-0.917,-7.243
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,1.600 GHz,-1.003,-6.894
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,1.700 GHz,-1.096,-6.555
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,1.800 GHz,-1.195,-6.223
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,1.900 GHz,-1.303,-5.899
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,2.000 GHz,-1.42,-5.582
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,2.100 GHz,-1.545,-5.272
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,2.200 GHz,-1.68,-4.972
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,2.300 GHz,-1.823,-4.684
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,2.400 GHz,-1.973,-4.41
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,2.500 GHz,-2.128,-4.153
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,2.600 GHz,-2.285,-3.917
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,2.700 GHz,-2.439,-3.704
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,2.800 GHz,-2.586,-3.517
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,2.900 GHz,-2.721,-3.359
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,3.000 GHz,-2.838,-3.229
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,3.100 GHz,-2.934,-3.129
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,3.200 GHz,-3.006,-3.058
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,3.300 GHz,-3.054,-3.013
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,3.400 GHz,-3.079,-2.992
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,3.500 GHz,-3.084,-2.99
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,3.600 GHz,-3.074,-3.003
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,3.700 GHz,-3.054,-3.027
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,3.800 GHz,-3.028,-3.056
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,3.900 GHz,-3.002,-3.086
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.2,4.000 GHz,-2.98,-3.114
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,800.0 MHz,-0.616,-8.824
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,900.0 MHz,-0.755,-8.008
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,1.000 GHz,-0.903,-7.3
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,1.100 GHz,-1.061,-6.676
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,1.200 GHz,-1.23,-6.116
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,1.300 GHz,-1.41,-5.607
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,1.400 GHz,-1.603,-5.14
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,1.500 GHz,-1.812,-4.705
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,1.600 GHz,-2.039,-4.297
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,1.700 GHz,-2.286,-3.913
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,1.800 GHz,-2.557,-3.548
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,1.900 GHz,-2.856,-3.202
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,2.000 GHz,-3.186,-2.874
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,2.100 GHz,-3.55,-2.562
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,2.200 GHz,-3.953,-2.268
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,2.300 GHz,-4.397,-1.993
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,2.400 GHz,-4.885,-1.738
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,2.500 GHz,-5.419,-1.503
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,2.600 GHz,-5.998,-1.291
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,2.700 GHz,-6.618,-1.102
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,2.800 GHz,-7.272,-0.937
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,2.900 GHz,-7.949,-0.797
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,3.000 GHz,-8.631,-0.679
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,3.100 GHz,-9.294,-0.585
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,3.200 GHz,-9.91,-0.511
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,3.300 GHz,-10.451,-0.455
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,3.400 GHz,-10.896,-0.416
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,3.500 GHz,-11.234,-0.39
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,3.600 GHz,-11.47,-0.374
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,3.700 GHz,-11.625,-0.366
6.0,7.0,7.0,0.15,0.55,0.6,1.0,0.8,3.800 GHz,-11.726,-0.362
